cbsa	cbsa.name	metro.micro	city	FIPS.st	FIPS.place	state	name	metro.pop
18060	"Columbus, MS"	Micropolitan Statistical Area	Columbus	28	15380	MS	Columbus MS	59710
18100	"Columbus, NE"	Micropolitan Statistical Area	Columbus	31	10110	NE	Columbus NE	32847
18140	"Columbus, OH"	Metropolitan Statistical Area	Columbus	39	18000	OH	Columbus OH	2021632
18180	"Concord, NH"	Micropolitan Statistical Area	Concord	33	14200	NH	Concord NH	147994
18220	"Connersville, IN"	Micropolitan Statistical Area	Connersville	18	14932	IN	Connersville IN	23434
18260	"Cookeville, TN"	Micropolitan Statistical Area	Cookeville	47	16920	TN	Cookeville TN	108191
18300	"Coos Bay, OR"	Micropolitan Statistical Area	Coos Bay	41	15250	OR	Coos Bay OR	63121
18380	"Cordele, GA"	Micropolitan Statistical Area	Cordele	13	19616	GA	Cordele GA	22881
18420	"Corinth, MS"	Micropolitan Statistical Area	Corinth	28	15700	MS	Corinth MS	37388
18460	"Cornelia, GA"	Micropolitan Statistical Area	Cornelia	13	19728	GA	Cornelia GA	43996
18500	"Corning, NY"	Micropolitan Statistical Area	Corning	36	18256	NY	Corning NY	97631
18580	"Corpus Christi, TX"	Metropolitan Statistical Area	Corpus Christi	48	17000	TX	Corpus Christi TX	452422
18620	"Corsicana, TX"	Micropolitan Statistical Area	Corsicana	48	17060	TX	Corsicana TX	48323
18660	"Cortland, NY"	Micropolitan Statistical Area	Cortland	36	18388	NY	Cortland NY	48494
18700	"Corvallis, OR"	Metropolitan Statistical Area	Corvallis	41	15800	OR	Corvallis OR	87572
18740	"Coshocton, OH"	Micropolitan Statistical Area	Coshocton	39	18868	OH	Coshocton OH	36569
18780	"Craig, CO"	Micropolitan Statistical Area	Craig	08	17760	CO	Craig CO	12937
18820	"Crawfordsville, IN"	Micropolitan Statistical Area	Crawfordsville	18	15742	IN	Crawfordsville IN	38227
18860	"Crescent City, CA"	Micropolitan Statistical Area	Crescent City	06	17022	CA	Crescent City CA	27254
18880	"Crestview-Fort Walton Beach-Destin, FL"	Metropolitan Statistical Area	Crestview	12	15475	FL	Crestview FL	262172
18880	"Crestview-Fort Walton Beach-Destin, FL"	Metropolitan Statistical Area	Destin	12	17325	FL	Destin FL	262172
18880	"Crestview-Fort Walton Beach-Destin, FL"	Metropolitan Statistical Area	Fort Walton Beach	12	24475	FL	Fort Walton Beach FL	262172
18900	"Crossville, TN"	Micropolitan Statistical Area	Crossville	47	18540	TN	Crossville TN	58229
18980	"Cullman, AL"	Micropolitan Statistical Area	Cullman	01	18976	AL	Cullman AL	82005
19000	"Cullowhee, NC"	Micropolitan Statistical Area	Cullowhee	37	15880	NC	Cullowhee NC	41265
19060	"Cumberland, MD-WV"	Metropolitan Statistical Area	Cumberland	24	21325	MD	Cumberland MD	99979
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Arlington	48	04000	TX	Arlington TX	7102796
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Dallas	48	19000	TX	Dallas TX	7102796
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Denton	48	19972	TX	Denton TX	7102796
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Fort Worth	48	27000	TX	Fort Worth TX	7102796
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Irving	48	37000	TX	Irving TX	7102796
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Plano	48	58016	TX	Plano TX	7102796
19100	"Dallas-Fort Worth-Arlington, TX"	Metropolitan Statistical Area	Richardson	48	61796	TX	Richardson TX	7102796
19140	"Dalton, GA"	Metropolitan Statistical Area	Dalton	13	21380	GA	Dalton GA	143781
19180	"Danville, IL"	Metropolitan Statistical Area	Danville	17	18563	IL	Danville IL	79282
19220	"Danville, KY"	Micropolitan Statistical Area	Danville	21	19882	KY	Danville KY	54272
19260	"Danville, VA"	Micropolitan Statistical Area	Danville	51	21344	VA	Danville VA	104276
19300	"Daphne-Fairhope-Foley, AL"	Metropolitan Statistical Area	Daphne	01	19648	AL	Daphne AL	203709
19300	"Daphne-Fairhope-Foley, AL"	Metropolitan Statistical Area	Fairhope	01	25240	AL	Fairhope AL	203709
19300	"Daphne-Fairhope-Foley, AL"	Metropolitan Statistical Area	Foley	01	26992	AL	Foley AL	203709
19340	"Davenport-Moline-Rock Island, IA-IL"	Metropolitan Statistical Area	Moline	17	49867	IA	Moline IA	383606
19340	"Davenport-Moline-Rock Island, IA-IL"	Metropolitan Statistical Area	Rock Island	17	65078	IA	Rock Island IA	383606
19340	"Davenport-Moline-Rock Island, IA-IL"	Metropolitan Statistical Area	Davenport	19	19000	IA	Davenport IA	383606
19380	"Dayton, OH"	Metropolitan Statistical Area	Dayton	39	21000	OH	Dayton OH	800909
19420	"Dayton, TN"	Micropolitan Statistical Area	Dayton	47	19700	TN	Dayton TN	32526
19460	"Decatur, AL"	Metropolitan Statistical Area	Decatur	01	20104	AL	Decatur AL	152680
19500	"Decatur, IL"	Metropolitan Statistical Area	Decatur	17	18823	IL	Decatur IL	107303
19540	"Decatur, IN"	Micropolitan Statistical Area	Decatur	18	17074	IN	Decatur IN	34980
19580	"Defiance, OH"	Micropolitan Statistical Area	Defiance	39	21308	OH	Defiance OH	38352
19620	"Del Rio, TX"	Micropolitan Statistical Area	Del Rio	48	19792	TX	Del Rio TX	48988
19660	"Deltona-Daytona Beach-Ormond Beach, FL"	Metropolitan Statistical Area	Daytona Beach	12	16525	FL	Daytona Beach FL	623279
19660	"Deltona-Daytona Beach-Ormond Beach, FL"	Metropolitan Statistical Area	Deltona	12	17200	FL	Deltona FL	623279
19660	"Deltona-Daytona Beach-Ormond Beach, FL"	Metropolitan Statistical Area	Ormond Beach	12	53150	FL	Ormond Beach FL	623279
19700	"Deming, NM"	Micropolitan Statistical Area	Deming	35	20270	NM	Deming NM	24518
19740	"Denver-Aurora-Lakewood, CO"	Metropolitan Statistical Area	Aurora	08	04000	CO	Aurora CO	2814330
19740	"Denver-Aurora-Lakewood, CO"	Metropolitan Statistical Area	Broomfield	08	09280	CO	Broomfield CO	2814330
19740	"Denver-Aurora-Lakewood, CO"	Metropolitan Statistical Area	Denver	08	20000	CO	Denver CO	2814330
19740	"Denver-Aurora-Lakewood, CO"	Metropolitan Statistical Area	Lakewood	08	43000	CO	Lakewood CO	2814330
19760	"DeRidder, LA"	Micropolitan Statistical Area	DeRidder	22	20610	LA	DeRidder LA	36462
19780	"Des Moines-West Des Moines, IA"	Metropolitan Statistical Area	Des Moines	19	21000	IA	Des Moines IA	622899
19780	"Des Moines-West Des Moines, IA"	Metropolitan Statistical Area	West Des Moines	19	83910	IA	West Des Moines IA	622899
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Dearborn	26	21000	MI	Dearborn MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Detroit	26	22000	MI	Detroit MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Farmington Hills	26	27440	MI	Farmington Hills MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Livonia	26	49000	MI	Livonia MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Novi	26	59440	MI	Novi MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Pontiac	26	65440	MI	Pontiac MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Southfield	26	74900	MI	Southfield MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Taylor	26	79000	MI	Taylor MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Troy	26	80700	MI	Troy MI	4302043
19820	"Detroit-Warren-Dearborn, MI"	Metropolitan Statistical Area	Warren	26	84000	MI	Warren MI	4302043
19860	"Dickinson, ND"	Micropolitan Statistical Area	Dickinson	38	19620	ND	Dickinson ND	32154
19940	"Dixon, IL"	Micropolitan Statistical Area	Dixon	17	20162	IL	Dixon IL	34584
19980	"Dodge City, KS"	Micropolitan Statistical Area	Dodge City	20	18250	KS	Dodge City KS	34536
20020	"Dothan, AL"	Metropolitan Statistical Area	Dothan	01	21184	AL	Dothan AL	148171
20060	"Douglas, GA"	Micropolitan Statistical Area	Douglas	13	23872	GA	Douglas GA	43108
20100	"Dover, DE"	Metropolitan Statistical Area	Dover	10	21200	DE	Dover DE	173533
20140	"Dublin, GA"	Micropolitan Statistical Area	Dublin	13	24376	GA	Dublin GA	57387
20180	"DuBois, PA"	Micropolitan Statistical Area	DuBois	42	20136	PA	DuBois PA	80994
20220	"Dubuque, IA"	Metropolitan Statistical Area	Dubuque	19	22395	IA	Dubuque IA	97125
20260	"Duluth, MN-WI"	Metropolitan Statistical Area	Duluth	27	17000	MN	Duluth MN	279601
20300	"Dumas, TX"	Micropolitan Statistical Area	Dumas	48	21556	TX	Dumas TX	22255
20340	"Duncan, OK"	Micropolitan Statistical Area	Duncan	40	21900	OK	Duncan OK	44581
20380	"Dunn, NC"	Micropolitan Statistical Area	Dunn	37	18320	NC	Dunn NC	128140
20420	"Durango, CO"	Micropolitan Statistical Area	Durango	08	22035	CO	Durango CO	54688
20460	"Durant, OK"	Micropolitan Statistical Area	Durant	40	22050	OK	Durant OK	44884
20500	"Durham-Chapel Hill, NC"	Metropolitan Statistical Area	Chapel Hill	37	11800	NC	Chapel Hill NC	552493
20500	"Durham-Chapel Hill, NC"	Metropolitan Statistical Area	Durham	37	19000	NC	Durham NC	552493
20540	"Dyersburg, TN"	Micropolitan Statistical Area	Dyersburg	47	22200	TN	Dyersburg TN	37893
20580	"Eagle Pass, TX"	Micropolitan Statistical Area	Eagle Pass	48	21892	TX	Eagle Pass TX	57706
20660	"Easton, MD"	Micropolitan Statistical Area	Easton	24	24475	MD	Easton MD	37512
20700	"East Stroudsburg, PA"	Metropolitan Statistical Area	East Stroudsburg	42	21872	PA	East Stroudsburg PA	166397
20740	"Eau Claire, WI"	Metropolitan Statistical Area	Eau Claire	55	22300	WI	Eau Claire WI	165636
20780	"Edwards, CO"	Micropolitan Statistical Area	Edwards	08	23300	CO	Edwards CO	53605
20820	"Effingham, IL"	Micropolitan Statistical Area	Effingham	17	22736	IL	Effingham IL	34371
20900	"El Campo, TX"	Micropolitan Statistical Area	El Campo	48	22864	TX	El Campo TX	41486
20940	"El Centro, CA"	Metropolitan Statistical Area	El Centro	06	21782	CA	El Centro CA	180191
20980	"El Dorado, AR"	Micropolitan Statistical Area	El Dorado	05	21070	AR	El Dorado AR	40144
21020	"Elizabeth City, NC"	Micropolitan Statistical Area	Elizabeth City	37	20580	NC	Elizabeth City NC	63578
21060	"Elizabethtown-Fort Knox, KY"	Metropolitan Statistical Area	Elizabethtown	21	24274	KY	Elizabethtown KY	148604
21060	"Elizabethtown-Fort Knox, KY"	Metropolitan Statistical Area	Fort Knox	21	28540	KY	Fort Knox KY	148604
21120	"Elk City, OK"	Micropolitan Statistical Area	Elk City	40	23500	OK	Elk City OK	23768
21140	"Elkhart-Goshen, IN"	Metropolitan Statistical Area	Elkhart	18	20728	IN	Elkhart IN	203474
21140	"Elkhart-Goshen, IN"	Metropolitan Statistical Area	Goshen	18	28386	IN	Goshen IN	203474
21180	"Elkins, WV"	Micropolitan Statistical Area	Elkins	54	24580	WV	Elkins WV	29126
21220	"Elko, NV"	Micropolitan Statistical Area	Elko	32	22500	NV	Elko NV	53951
21260	"Ellensburg, WA"	Micropolitan Statistical Area	Ellensburg	53	21240	WA	Ellensburg WA	43269
21300	"Elmira, NY"	Metropolitan Statistical Area	Elmira	36	24229	NY	Elmira NY	87071
21340	"El Paso, TX"	Metropolitan Statistical Area	El Paso	48	24000	TX	El Paso TX	838972
21380	"Emporia, KS"	Micropolitan Statistical Area	Emporia	20	21275	KS	Emporia KS	33339
21420	"Enid, OK"	Metropolitan Statistical Area	Enid	40	23950	OK	Enid OK	63569
21460	"Enterprise, AL"	Micropolitan Statistical Area	Enterprise	01	24184	AL	Enterprise AL	51211
21500	"Erie, PA"	Metropolitan Statistical Area	Erie	42	24000	PA	Erie PA	278045
21540	"Escanaba, MI"	Micropolitan Statistical Area	Escanaba	26	26360	MI	Escanaba MI	36377
21580	"Española, NM"	Micropolitan Statistical Area	Española	35	25170	NM	Española NM	39465
21640	"Eufaula, AL-GA"	Micropolitan Statistical Area	Eufaula	01	24568	AL	Eufaula AL	0
21660	"Eugene, OR"	Metropolitan Statistical Area	Eugene	41	23850	OR	Eugene OR	362895
21700	"Eureka-Arcata-Fortuna, CA"	Micropolitan Statistical Area	Arcata	06	02476	CA	Arcata CA	135727
21700	"Eureka-Arcata-Fortuna, CA"	Micropolitan Statistical Area	Eureka	06	23042	CA	Eureka CA	135727
21700	"Eureka-Arcata-Fortuna, CA"	Micropolitan Statistical Area	Fortuna	06	25296	CA	Fortuna CA	135727
21740	"Evanston, WY"	Micropolitan Statistical Area	Evanston	56	25620	WY	Evanston WY	20822
21780	"Evansville, IN-KY"	Metropolitan Statistical Area	Evansville	18	22000	IN	Evansville IN	315693
21820	"Fairbanks, AK"	Metropolitan Statistical Area	Fairbanks	02	24230	AK	Fairbanks AK	99631
21840	"Fairfield, IA"	Micropolitan Statistical Area	Fairfield	19	26445	IA	Fairfield IA	17555
21860	"Fairmont, MN"	Micropolitan Statistical Area	Fairmont	27	20330	MN	Fairmont MN	0
21900	"Fairmont, WV"	Micropolitan Statistical Area	Fairmont	54	26452	WV	Fairmont WV	56925
21980	"Fallon, NV"	Micropolitan Statistical Area	Fallon	32	24100	NV	Fallon NV	24200
22020	"Fargo, ND-MN"	Metropolitan Statistical Area	Fargo	38	25700	ND	Fargo ND	233836
22060	"Faribault-Northfield, MN"	Micropolitan Statistical Area	Faribault	27	20546	MN	Faribault MN	65400
22060	"Faribault-Northfield, MN"	Micropolitan Statistical Area	Northfield	27	46924	MN	Northfield MN	65400
22100	"Farmington, MO"	Micropolitan Statistical Area	Farmington	29	23752	MO	Farmington MO	66520
22140	"Farmington, NM"	Metropolitan Statistical Area	Farmington	35	25800	NM	Farmington NM	118737
22180	"Fayetteville, NC"	Metropolitan Statistical Area	Fayetteville	37	22920	NC	Fayetteville NC	376509
22220	"Fayetteville-Springdale-Rogers, AR-MO"	Metropolitan Statistical Area	Bentonville	05	05320	AR	Bentonville AR	513559
22220	"Fayetteville-Springdale-Rogers, AR-MO"	Metropolitan Statistical Area	Fayetteville	05	23290	AR	Fayetteville AR	513559
22220	"Fayetteville-Springdale-Rogers, AR-MO"	Metropolitan Statistical Area	Rogers	05	60410	AR	Rogers AR	513559
22220	"Fayetteville-Springdale-Rogers, AR-MO"	Metropolitan Statistical Area	Springdale	05	66080	AR	Springdale AR	513559
22260	"Fergus Falls, MN"	Micropolitan Statistical Area	Fergus Falls	27	20906	MN	Fergus Falls MN	57716
22280	"Fernley, NV"	Micropolitan Statistical Area	Fernley	32	24900	NV	Fernley NV	52585
22300	"Findlay, OH"	Micropolitan Statistical Area	Findlay	39	27048	OH	Findlay OH	75573
22340	"Fitzgerald, GA"	Micropolitan Statistical Area	Fitzgerald	13	29528	GA	Fitzgerald GA	17403
22380	"Flagstaff, AZ"	Metropolitan Statistical Area	Flagstaff	04	23620	AZ	Flagstaff AZ	139097
22420	"Flint, MI"	Metropolitan Statistical Area	Flint	26	29000	MI	Flint MI	410849
22500	"Florence, SC"	Metropolitan Statistical Area	Florence	45	25810	SC	Florence SC	206448
22520	"Florence-Muscle Shoals, AL"	Metropolitan Statistical Area	Florence	01	26896	AL	Florence AL	146950
22520	"Florence-Muscle Shoals, AL"	Metropolitan Statistical Area	Muscle Shoals	01	53016	AL	Muscle Shoals AL	146950
22540	"Fond du Lac, WI"	Metropolitan Statistical Area	Fond du Lac	55	26275	WI	Fond du Lac WI	101973
22580	"Forest City, NC"	Micropolitan Statistical Area	Forest City	37	24080	NC	Forest City NC	66390
22620	"Forrest City, AR"	Micropolitan Statistical Area	Forrest City	05	24430	AR	Forrest City AR	26589
22660	"Fort Collins, CO"	Metropolitan Statistical Area	Fort Collins	08	27425	CO	Fort Collins CO	333577
22700	"Fort Dodge, IA"	Micropolitan Statistical Area	Fort Dodge	19	28515	IA	Fort Dodge IA	37071
22780	"Fort Leonard Wood, MO"	Micropolitan Statistical Area	Fort Leonard Wood	29	25264	MO	Fort Leonard Wood MO	53221
22800	"Fort Madison-Keokuk, IA-IL-MO"	Micropolitan Statistical Area	Fort Madison	19	28605	IA	Fort Madison IA	60433
22800	"Fort Madison-Keokuk, IA-IL-MO"	Micropolitan Statistical Area	Keokuk	19	40845	IA	Keokuk IA	60433
22820	"Fort Morgan, CO"	Micropolitan Statistical Area	Fort Morgan	08	27810	CO	Fort Morgan CO	28360
22840	"Fort Payne, AL"	Micropolitan Statistical Area	Fort Payne	01	27616	AL	Fort Payne AL	0
22860	"Fort Polk South, LA"	Micropolitan Statistical Area	Fort Polk South	22	26757	LA	Fort Polk South LA	50803
22900	"Fort Smith, AR-OK"	Metropolitan Statistical Area	Fort Smith	05	24550	AR	Fort Smith AR	280241
23060	"Fort Wayne, IN"	Metropolitan Statistical Area	Fort Wayne	18	25000	IN	Fort Wayne IN	429820
23140	"Frankfort, IN"	Micropolitan Statistical Area	Frankfort	18	25324	IN	Frankfort IN	32609
23180	"Frankfort, KY"	Micropolitan Statistical Area	Frankfort	21	28900	KY	Frankfort KY	72354
23240	"Fredericksburg, TX"	Micropolitan Statistical Area	Fredericksburg	48	27348	TX	Fredericksburg TX	25963
23300	"Freeport, IL"	Micropolitan Statistical Area	Freeport	17	27884	IL	Freeport IL	45749
23340	"Fremont, NE"	Micropolitan Statistical Area	Fremont	31	17670	NE	Fremont NE	36706
23380	"Fremont, OH"	Micropolitan Statistical Area	Fremont	39	28826	OH	Fremont OH	59679
23420	"Fresno, CA"	Metropolitan Statistical Area	Fresno	06	27000	CA	Fresno CA	974861
23460	"Gadsden, AL"	Metropolitan Statistical Area	Gadsden	01	28696	AL	Gadsden AL	103057
23500	"Gaffney, SC"	Micropolitan Statistical Area	Gaffney	45	28060	SC	Gaffney SC	56194
23540	"Gainesville, FL"	Metropolitan Statistical Area	Gainesville	12	25175	FL	Gainesville FL	277163
23580	"Gainesville, GA"	Metropolitan Statistical Area	Gainesville	13	31908	GA	Gainesville GA	193535
23620	"Gainesville, TX"	Micropolitan Statistical Area	Gainesville	48	27984	TX	Gainesville TX	39229
23660	"Galesburg, IL"	Micropolitan Statistical Area	Galesburg	17	28326	IL	Galesburg IL	51441
23700	"Gallup, NM"	Micropolitan Statistical Area	Gallup	35	28460	NM	Gallup NM	76708
23780	"Garden City, KS"	Micropolitan Statistical Area	Garden City	20	25325	KS	Garden City KS	41074
23820	"Gardnerville Ranchos, NV"	Micropolitan Statistical Area	Gardnerville Ranchos	32	26500	NV	Gardnerville Ranchos NV	47710
23860	"Georgetown, SC"	Micropolitan Statistical Area	Georgetown	45	28870	SC	Georgetown SC	61298
23900	"Gettysburg, PA"	Metropolitan Statistical Area	Gettysburg	42	28960	PA	Gettysburg PA	102295
23940	"Gillette, WY"	Micropolitan Statistical Area	Gillette	56	31855	WY	Gillette WY	49220
23980	"Glasgow, KY"	Micropolitan Statistical Area	Glasgow	21	31114	KY	Glasgow KY	53479
24020	"Glens Falls, NY"	Metropolitan Statistical Area	Glens Falls	36	29333	NY	Glens Falls NY	126918
24060	"Glenwood Springs, CO"	Micropolitan Statistical Area	Glenwood Springs	08	30780	CO	Glenwood Springs CO	75882
24100	"Gloversville, NY"	Micropolitan Statistical Area	Gloversville	36	29443	NY	Gloversville NY	53992
24140	"Goldsboro, NC"	Metropolitan Statistical Area	Goldsboro	37	26880	NC	Goldsboro NC	124132
24220	"Grand Forks, ND-MN"	Metropolitan Statistical Area	Grand Forks	38	32060	ND	Grand Forks ND	102449
24260	"Grand Island, NE"	Metropolitan Statistical Area	Grand Island	31	19595	NE	Grand Island NE	85066
24300	"Grand Junction, CO"	Metropolitan Statistical Area	Grand Junction	08	31660	CO	Grand Junction CO	148513
24330	"Grand Rapids, MN"	Micropolitan Statistical Area	Grand Rapids	27	25118	MN	Grand Rapids MN	0
24340	"Grand Rapids-Wyoming, MI"	Metropolitan Statistical Area	Grand Rapids	26	34000	MI	Grand Rapids MI	1038583
24340	"Grand Rapids-Wyoming, MI"	Metropolitan Statistical Area	Wyoming	26	88940	MI	Wyoming MI	1038583
24380	"Grants, NM"	Micropolitan Statistical Area	Grants	35	30490	NM	Grants NM	27329
24420	"Grants Pass, OR"	Metropolitan Statistical Area	Grants Pass	41	30550	OR	Grants Pass OR	84745
24460	"Great Bend, KS"	Micropolitan Statistical Area	Great Bend	20	28300	KS	Great Bend KS	27103
24500	"Great Falls, MT"	Metropolitan Statistical Area	Great Falls	30	32800	MT	Great Falls MT	82278
24540	"Greeley, CO"	Metropolitan Statistical Area	Greeley	08	32155	CO	Greeley CO	285174
24580	"Green Bay, WI"	Metropolitan Statistical Area	Green Bay	55	31000	WI	Green Bay WI	316519
24620	"Greeneville, TN"	Micropolitan Statistical Area	Greeneville	47	30980	TN	Greeneville TN	68580
24640	"Greenfield Town, MA"	Micropolitan Statistical Area	Greenfield Town	25	27100	MA	Greenfield Town MA	70601
24660	"Greensboro-High Point, NC"	Metropolitan Statistical Area	Greensboro	37	28000	NC	Greensboro NC	752157
24660	"Greensboro-High Point, NC"	Metropolitan Statistical Area	High Point	37	31400	NC	High Point NC	752157
24700	"Greensburg, IN"	Micropolitan Statistical Area	Greensburg	18	29718	IN	Greensburg IN	26521
24740	"Greenville, MS"	Micropolitan Statistical Area	Greenville	28	29180	MS	Greenville MS	48130
24780	"Greenville, NC"	Metropolitan Statistical Area	Greenville	37	28080	NC	Greenville NC	175842
24820	"Greenville, OH"	Micropolitan Statistical Area	Greenville	39	32340	OH	Greenville OH	52076
24860	"Greenville-Anderson-Mauldin, SC"	Metropolitan Statistical Area	Anderson	45	01360	SC	Anderson SC	874869
24860	"Greenville-Anderson-Mauldin, SC"	Metropolitan Statistical Area	Easley	45	21985	SC	Easley SC	874869
24860	"Greenville-Anderson-Mauldin, SC"	Metropolitan Statistical Area	Greenville	45	30850	SC	Greenville SC	874869
24860	"Greenville-Anderson-Mauldin, SC"	Metropolitan Statistical Area	Mauldin	45	45115	SC	Mauldin SC	874869
24900	"Greenwood, MS"	Micropolitan Statistical Area	Greenwood	28	29340	MS	Greenwood MS	41242
24940	"Greenwood, SC"	Micropolitan Statistical Area	Greenwood	45	30895	SC	Greenwood SC	94770
24980	"Grenada, MS"	Micropolitan Statistical Area	Grenada	28	29460	MS	Grenada MS	21578
25020	"Guayama, PR"	Metropolitan Statistical Area	Guayama	72	32221	PR	Guayama PR	79086
25060	"Gulfport-Biloxi-Pascagoula, MS"	Metropolitan Statistical Area	Biloxi	28	06220	MS	Biloxi MS	389255
25060	"Gulfport-Biloxi-Pascagoula, MS"	Metropolitan Statistical Area	Gulfport	28	29700	MS	Gulfport MS	389255
25060	"Gulfport-Biloxi-Pascagoula, MS"	Metropolitan Statistical Area	Pascagoula	28	55360	MS	Pascagoula MS	389255
25100	"Guymon, OK"	Micropolitan Statistical Area	Guymon	40	31750	OK	Guymon OK	21489
25180	"Hagerstown-Martinsburg, MD-WV"	Metropolitan Statistical Area	Hagerstown	24	36075	MD	Hagerstown MD	261486
25180	"Hagerstown-Martinsburg, MD-WV"	Metropolitan Statistical Area	Martinsburg	54	52060	MD	Martinsburg MD	261486
25200	"Hailey, ID"	Micropolitan Statistical Area	Hailey	16	34390	ID	Hailey ID	27955
25220	"Hammond, LA"	Metropolitan Statistical Area	Hammond	22	32755	LA	Hammond LA	128755
25260	"Hanford-Corcoran, CA"	Metropolitan Statistical Area	Corcoran	06	16224	CA	Corcoran CA	150965
25260	"Hanford-Corcoran, CA"	Metropolitan Statistical Area	Hanford	06	31960	CA	Hanford CA	150965
25300	"Hannibal, MO"	Micropolitan Statistical Area	Hannibal	29	30214	MO	Hannibal MO	39076
25420	"Harrisburg-Carlisle, PA"	Metropolitan Statistical Area	Carlisle	42	11272	PA	Carlisle PA	565006
25420	"Harrisburg-Carlisle, PA"	Metropolitan Statistical Area	Harrisburg	42	32800	PA	Harrisburg PA	565006
25460	"Harrison, AR"	Micropolitan Statistical Area	Harrison	05	30460	AR	Harrison AR	45135
25500	"Harrisonburg, VA"	Metropolitan Statistical Area	Harrisonburg	51	35624	VA	Harrisonburg VA	131131
25540	"Hartford-West Hartford-East Hartford, CT"	Metropolitan Statistical Area	East Hartford	09	22700	CT	East Hartford CT	1211324
25540	"Hartford-West Hartford-East Hartford, CT"	Metropolitan Statistical Area	Hartford	09	37000	CT	Hartford CT	1211324
25540	"Hartford-West Hartford-East Hartford, CT"	Metropolitan Statistical Area	Middletown	09	47290	CT	Middletown CT	1211324
25540	"Hartford-West Hartford-East Hartford, CT"	Metropolitan Statistical Area	West Hartford	09	82660	CT	West Hartford CT	1211324
25580	"Hastings, NE"	Micropolitan Statistical Area	Hastings	31	21415	NE	Hastings NE	31587
25620	"Hattiesburg, MS"	Metropolitan Statistical Area	Hattiesburg	28	31020	MS	Hattiesburg MS	148839
25700	"Hays, KS"	Micropolitan Statistical Area	Hays	20	31100	KS	Hays KS	29029
25720	"Heber, UT"	Micropolitan Statistical Area	Heber	49	34200	UT	Heber UT	29161
25740	"Helena, MT"	Micropolitan Statistical Area	Helena	30	35600	MT	Helena MT	78063
25760	"Helena-West Helena, AR"	Micropolitan Statistical Area	Helena-West Helena	05	31190	AR	Helena-West Helena AR	19513
25780	"Henderson, NC"	Micropolitan Statistical Area	Henderson	37	30660	NC	Henderson NC	44568
25820	"Hereford, TX"	Micropolitan Statistical Area	Hereford	48	33320	TX	Hereford TX	18952
25840	"Hermiston-Pendleton, OR"	Micropolitan Statistical Area	Hermiston	41	33700	OR	Hermiston OR	87721
25840	"Hermiston-Pendleton, OR"	Micropolitan Statistical Area	Pendleton	41	57150	OR	Pendleton OR	87721
25860	"Hickory-Lenoir-Morganton, NC"	Metropolitan Statistical Area	Hickory	37	31060	NC	Hickory NC	362510
25860	"Hickory-Lenoir-Morganton, NC"	Metropolitan Statistical Area	Lenoir	37	37760	NC	Lenoir NC	362510
25860	"Hickory-Lenoir-Morganton, NC"	Metropolitan Statistical Area	Morganton	37	44400	NC	Morganton NC	362510
25880	"Hillsdale, MI"	Micropolitan Statistical Area	Hillsdale	26	38460	MI	Hillsdale MI	45941
25900	"Hilo, HI"	Micropolitan Statistical Area	Hilo	15	14650	HI	Hilo HI	196428
25940	"Hilton Head Island-Bluffton-Beaufort, SC"	Metropolitan Statistical Area	Beaufort	45	04690	SC	Beaufort SC	207413
25940	"Hilton Head Island-Bluffton-Beaufort, SC"	Metropolitan Statistical Area	Bluffton	45	07210	SC	Bluffton SC	207413
25940	"Hilton Head Island-Bluffton-Beaufort, SC"	Metropolitan Statistical Area	Hilton Head Island	45	34045	SC	Hilton Head Island SC	207413
25980	"Hinesville, GA"	Metropolitan Statistical Area	Hinesville	13	38964	GA	Hinesville GA	80198
26020	"Hobbs, NM"	Micropolitan Statistical Area	Hobbs	35	32520	NM	Hobbs NM	71180
26090	"Holland, MI"	Micropolitan Statistical Area	Holland	26	38640	MI	Holland MI	114625
26140	"Homosassa Springs, FL"	Metropolitan Statistical Area	Homosassa Springs	12	32400	FL	Homosassa Springs FL	141058
26220	"Hood River, OR"	Micropolitan Statistical Area	Hood River	41	34900	OR	Hood River OR	23137
26260	"Hope, AR"	Micropolitan Statistical Area	Hope	05	33190	AR	Hope AR	0
